content,score,Label
"Mudah murah bagus! Sat set tak tek! Bagus bagus barangnya, ga ada obat harganya kompetitif, dan ga pernah takut buat transaksi di shopee karena pasti aman, se aman itu <3 luv bgt sama shopee",5,Positif
"Shopee Sudah cukup baik, pembelian di Shopee mudah, banyak diskon, free ongkir, tentunya termurah di Shopee. Yg setuju ada pembayaran lewat DANA, selain mempermudah pembayaran, dan gampang juga di pelajari jadi gk terlalu ribet saat mau CO, yg metode pembayaran itu Tf, Shopee juga bisa, mohon di tambahkan fitur ini terimakasih. ⭐⭐⭐⭐⭐",5,Positif
"Hanya SPX pengiriman berbelit2 entah kenapa dr kopo ke Ciparay nyampe Sukajadi eh malah balik lagi ke Kopo lalu ke Ciparay lg terus , kali2 balik lagi ke jakarta sekalian , hanya pengiriman shopee yang paling lama banget , bisa nyampe seminggu lebih",1,Negatif
"sangat kecewa kali ini dengan shopee pengirimannya lambat, tidak sesuai dengan estimasi awal pengiriman. garansi tepat waktu tidak menjamin kan pengiriman. pengiriman biasa smpe 2-3 hari sudah sampai ini udah 8 hari ga sampai sampai, udah pengiriman nya ga ada update nya barang masih disitu situ aja. pengirimannya buruk.",1,Negatif
"Senang pke shopee, walaupun kadang menyebalkan tapi fiturnya cepat dan mudah dipahami. Apalagi pengembalian barang & dana. Terhindar dari barang yg rusak, cacat, tidak fungsi, atau salah kirim produk. Fitur paling berguna dan pro pembeli sih itu.",4,Positif
"Enak belanja di Shopee tapi sekarang pengiriman nya lambat gak kaya dulu cepet sampai,, padahal selalu pakai Shopee ekspres tapi sekarang lama banget paket nyampenya,, mohon di tingkatkan lagi 🙏🙏 agar selalu dihati 🤗",4,Positif
"Kecewa parah ama expedisinya,pesanan via COD gercep nyampe,giliran pembayaran via shopepay gak nyampe²,perpanjang masa garansi tetep belom nyampe,voucher keterlambatan gak bisa di pake,bikin laopran tetep aja gak ada perubahan,masih tetep stuck di satu titik",1,Negatif
"Kenapa saya tidak bisa pake fitur pembayaran Splay treen. Sedangkan saldo ada☹️☹️☹️,pengaduan juga tidak bisa membatu,kecewa sekali.",5,Positif
"Aplikasi Najiis. Dulu sering telepon ke CS-nya mau daftar jadi Agen SPX, selalu dijawab ""hanya penjual dan pembeli terpilih yang bisa jadi Agen SPX"". Akhirnya Saya selalu berbelanja di Shopee, bahkan Saya sampai membujuk Adik-adik Saya untuk berbelanja di Akun Shopee Saya aja. Sekarang malah kuota penuh untuk daerah Saya, setelah Saya tanya-tanya ke Agen SPX terdekat kebanyakan dari mereka bahkan tidak pernah berjualan di Shopee dan Belanja di Shopee pun hanya beberapa kali saja. Hahahanjing!",1,Negatif
"Ongkir makin kesini makin murah, dN banyak freeong. Tolong dong lebih dipertimbangkan lagi ongkir pembelian furniture Untuk pengiriman wilayah samarinda Kalimantan Timur. Daerah Jawa kam furniture nya murah murah dan bagus bagus, tapi ongkirnya luar biasa juga.",5,Positif
"Saya senang belanja diShopee muda dan banyak gratis ongkir,tapi garansi tepat waktunya itu 50k baru bisa digunakan lagi pula waktunya singkat hanya 2hari saran saya kalau bisa waktunya diperpanjang sampai satu minggu dan garansi tepat waktunya 10k suda bisa digunakan",4,Positif
"Sudah lama jualan di shopee..setia Sekarang upgrade terbaru & terbaru..selama ini nyaman saja .Sekang sudah berubah 1.pembeli bisa Upgrade penilaian..penjual tidak 2.kasih garansi ke pembeli 1 Minggu..tapi Contoh barang sudah di pakai bisa di kembalikan.. minta bukti ini itu banyak sekali.. ujung ujung pembeli yang Yaman.. tapi penjual meriang..karna barang sudah di pakai di kembalikan Sudah bintang 1,2.. penjual harus lapor untuk penghapusan bintang. Itu pun..harus cek ke pembeli..parah",1,Negatif
"sudah satu mingguan lbh setiap saya buka shopee tiba2 error mulu. pdhl baru buka blm sempet liat barang2 apa gtu. dan yg saya heran tiba2 ada pesanan yg diproses pdhl saya ga pesan apa2. dan akhirnya saya hapus dan saya install ulang. trnyata msh sama aja, baru aja buka, tau2 aplikasi error / tutup aplikasi. akhirnya saya hapus n coba install di hp satunya lg, dan trnyata masih sama, error dan nutup aplikasi dgn sendirinya,,,,",2,Negatif
"Ini shopee kenapa sih??? Susah banget buat dapetin koin sama air sekarang lemot gampang ngeleg padahal jaringan internet nya lancar bekin sebel aja, udah beberapa hari tetep ngeleg lemot kalo buat cari air sama koin sedangkan kalo buat belanja lancar jaya gje",4,Positif
"sudah banyak sekali komplain ttg pengiriman barang lewat spx, tapi knp yaa blm ada perubahan?! heran bgt deh pdahal kan ini jg buat kenyamanan orang""yg belanja online lewat apk ini",2,Negatif
Baru coba pertama kali belanja di Shopee sudah dibikin kecewa dengan sistem nya..belum ada 24 jam pemesanan status sudah selesai/diterima.. lah hebat banget padahal paket belum diterima. Chat bantuan yg jawab both.. cek resi paket stuk di jasa kurir tidak ada pembaruan status progress nya.. uninstall lagi. Bikin shock belanja di Shopee.. Perbaiki sistem & pelayanan. Di aplikasi Ijo nggak bisa Klik selesai sebelum pihak ekspedisi selesai antar pesanan pembeli.,1,Negatif
"Pesanan tidak bergerak dari lokasi gudang berhari-hari sehingga terlambat datang, lebih lama dari estimasi sampai. Bahkan layanan esok sampai, bayar mahal tapi pesanan tidak sampai esoknya padahal penjual telah mengirim cepat sementara voucher keterlambatan hanya Rp 2.000 dan cepat sekali hangus. Mengecewakan sekali Shopee 👎",1,Negatif
"App nya terlalu berat , banyak ngelag nya.. Buka app langsung mutar video.. Pengiriman instan, tp posisi kurir tdk bisa di lacak ( Periksa jaringanmu ).. Anjriiiiiiit...",1,Negatif
"sejauh ini pakai shopee nggak ada masalah sih.. pengiriman mayoritas sampai sekitar 3 harian, kemarin coba order diluar pulau, datang sekitar 5hari itu termasuk cepet juga hitungannya, banyak diskon, gamenya juga seru2 untuk ngumpulin koin, gratis ongkir terus, harganya juga murah2",5,Positif
"I like shopping online at Shopee, huhuhu puas banget pokoknya. Selain harga barang barangnya yang murah, banyak diskonnya juga, untuk ongkir juga ga terlalu mahal walaupun semua tergantung dari mana kita tinggal. Kadang terkendala di pengirimannya aja, kadang terlalu lama, kadang juga cepat, tapi gapapa. Terimakasih Shopee♡",5,Positif
"Jaminan pengiriman terlambat apa an dah, di awal2 estimasi tgl 16-17, sehari ditunggu mundur jadi 17-18, tgl 18 status nya dikirim ke lokasi, eh pengiriman dibatalin, tertulis alamat tidak lengkap, padahal tercantum dengan jelas bahkan alamat yang saya tulis lebih lengkap dari aplikasi lain, sekarang tertulis baru bisa dapet voucher kalo melebihi tgl 20, lah estimasi ny tgl berapa woee?, intinya saya kecewa dengan pelayanan nya, dikarenakan tidak sekali dua kali, ini sudah kesekian kali nya.",1,Negatif
"sejauh ini puas belanja online melalui shopee,sering ada voucher,gratis ongkir,diskon,pelayanan penjual dan kurir tiap belanja tdk mengecewakan. Semoga bisa ditingkatkan lagi pelayanannya",5,Positif
"Penjualnya baik,barangnya sempurna sesuai dengan vidio serta gambar yg ditampil,cuma tolong mengenai merek elektronik seperti handphone agar harga nya murah tidak sesuai dengan harga pasaran,ditampilkan saat penjualan handphone nya bagus tp setelah dipesan lalu sampai ketujuan banyak bayer kecewa karena maaf barang nya banyak tipu.",5,Positif
"Kurang bersahabat Kebanyakan pop up live video ,bukan ganggu mata tapi bikin lag Pisahin live deket video2 review kan bisa Pop up live orang kalo ga niat nonton ya percuma juga ada pop up bikin berat aplikasi Ram 6 sd680 ga butut2 amat lah perasaan Buka shopee baru 5 menitan udah ngelag Kalah sama ijo ,pdahal udah nyaman belanja di shopee (tadinya)",1,Negatif
"Jasa ekspedisi Shopee sekarang tidak seperti dulu,bisa pilih""jasa ekspedisi.sekarang shopee rakus.Pengiriman di kuasai ekspedisi sendiri,tidak bisa pilih""jasa lain.bukanya mempermudah malah mempersulit sendiri akibat nya pengiriman malah makin lama... Tolong perbaiki lagi untuk sistem pengiriman harus nya bisa pilih"" jasa kirim.jangan cuman ekspedisi sendiri yang di utamain.bagi bagi lah rezeki ke jasa ekspedisi lain..jangan rakus!!! Pengiriman tambah lemot,apalagi kalau habis big sale.",2,Negatif
"Saya suka belanja Di Shopee bahkan udah dari lama sekali udah suka sama Shopee, tapi semenjak adanya spx bikin aku kesel bikin malas belanja lagi si Shopee. Barang yang harus nya datang awal malah datang berminggu2.",4,Positif
Untuk ekpedisi kenapa jadi sangat lama sekali. Lebih cepat waktu ekpedisi pakai jnt Dan pengambilan koin atau tambahan tetes air pdhal. Belom di ambil. Kok sudah tidak tertera tidak bisa di ambil. Padahal angka masih tertera tolong di perbaiki,1,Negatif
"Beberapa bulan ini banyak transaksi di link produk yg saya share lewat shopeevideo, tetapi saya tidak mendapatkan komisi affiliate nya. Pdhal toko yg sy promosikan berlabel star dan star+. KECEWA BERAT.",1,Negatif
"update: sekarang udah mulai lancar aplikasinya gak lelet lagi, promo dan gratis ongkirnya juga mantap. satu aja, hilangin pop up ""geser ke atas untuk lihat video lainnya"" sampe gerak2in layar ntah kenapa ganggu bet kalo lagi nonton video 😅 terima kasih.",4,Positif
"sekarang shopee mlah lebih bagus dan yg paling saya suka sekrng pengiriman nya lbih cepat,untuk shopee terus tingkat kan lagi kash yg terbaik buat kami yg belnja rekomendasi skli belanja² online apa aja di shopee. Pkok nya shopee terbaik lah",5,Positif
"Saya top up saldo Shopeepay melalui pembayaran online. Saldo saya terpotong tapi saldo Shopeepay saya tidak bertambah. Saya sudah hubungi CS tetapi sampai sekarang saldo saya belum ter isi. Tolong ini merugikan saya, karena nominalnya lumayan besar buat saya",1,Negatif
"Tolong dong expedisi JNTny adain lg untuk pemilihan pengiriman, spx lama nyampenya selisihnya jauh bnget JNT cuma 1 minggu barang udh sampe spx hampir sebulan itu pun kadang ada yg gak nyampe,",1,Negatif
Filter harga barang tidak berfungsi sebagaimana mestinya. Harganya acak. Seharusnya bisa diurutkan dari terendah-tertinggi ataupun sebaliknya. Tolong diperbaiki lagi,1,Negatif
"Sorry bintang saya rubah. Karena Shopee skrg banyak biaya penanganan, ngambil nya terlalu banyak. Dan untuk ekspedisi tidak bisa milih. Otomatis dipilihkan dari Shopee sehingga dapat ekspedisi yang lemot bahkan sampai paket hilang. Meski ada garansi tepat waktu, voucher nya hnya berlaku cuma 2 hari dan tgl estimasi datang suka d rubah oleh Shopee. Yg harusnya sdh dapat garansi malah msh blm bisa krna wktu kedatangan dirubah.",1,Negatif
"Saya suka dengan barangnya,sama harganya Tapi minus di kurir nya Kurang sopan santun,saya cuma kasih saran kalo seumpama kurir nya di breafing sebentar sebelum mulai bekerja Nggak semua kurir jelek Ada yang bagus kebanyakan sih bagus tapi khusu ditempat saya saya kurang senang Mohon diberi pengarahan..! Kita sama"" butuh saya butuh barang Kurir juga butuh uang Saya lebih ke kurirnya Kalo aplikasinya bagus,harganyapun menurut saya murah,ada gratis ongkirnya Apakah kurirnya bisa diganti J&T..?",1,Negatif
"Apk nya sih oke,tapi pengiriman utamanya parah banget,udah sih lama nyampe nya,nge stuck di satu tempat aja ngga berubah², dulu kalo beli sesuatu paling lama nunggu 2-3 hari an udah nyampe,lah ini bisa sampe 5 hari lebih ngga nyampe²,padahal udah di satu daerah tapi lambat lelet banget proses pengiriman nya,kaya ngga niat buat ngirim ke alamat nya,.....jadi kesel lama²",1,Negatif
"Makin banyak biaya biaya, top up shopepay ada biayanya....ui makin ruwet, pesanan di kirimnya lama, pesan hari ini baru dikirim seminggu kemudian, percuma garansi tepat waktu tapi prosesnya lama",1,Negatif
"Pengiriman lambat sekali.. seharusnya perusahaan sebesar shopee bisa lebih profesional lagi kalau jasa kirimnya juga dikelola sendiri.. bikin peraturan yg win-win solution untuk kurir, customer juga buat perusahaan.. jangan hanya menekan kurir.. saya rasa kalau kebijakannya benar2 bagus.. kurirnya juga bakalan lebih satset lagi kirim2 barangnya.. kalau begini terus gak yakin sih org2 pada setia sama shopee.. yg ada kapok dan kecewa.",1,Negatif
"Shopee sekarang pelit ongkir pake banget. Mau tanggal kembar atau nggak, ongkirnya tetep gede. Bahkan sekarang kalo mau dapet gratis ongkir, minimal pembelian harus Rp80.000,00.",2,Negatif
"Masih menjadi pilihan utama berbelanja, Menjadikan belanja online menyenangkan, Visual aplikasi yang enak dilihat, Estimasi pengiriman yang bisa terlacak, Dan juga banyak promonya",5,Positif
"Makin kesini proses pengirimannya makin lama. Beda ceritanya saat pakai J&T dulu, pesanan lebih cepat sampainya. Ditrack pesanan sedang diantar dari pagi sudah ada notifikasi, tapi sampai malem tidak ada kurir antar barang, baru keesokan harinya barang diantar...tapi juga sampe sore, sering juga tengah malam kurir ketok² pintu buat antar paket. Tolong perbaiki lagi expedisinya, terutama jika pakai ekspedisi SPX",1,Negatif
"Jasa pengirimannya sangat2 tidak jelas apalgi spx express,,,klau bisa spx di hilangkan sja di ganti sama jasa pengiriman yg lebih tepat waktu,masa pengirimannya sampai berminggu minggu,,kadang2 pengirimannya di batalkan sndri sama pihak spx,,padahal barang tersebut sangat di butuhkan,,emang paling anj!Ng spx expres bikin emosi..lama2 apk shoopi di uninstal klau jasa kirimnya sperti ini trus.",1,Negatif
"Banyakin diskonannya ya shop.. Tiap saya beli barang di even tgl kembar pasti ada aja paket yang datangnya lama, kalo gak gitu beli baju tp tidak sesuai gambar, tolong admin shopee lebih selektif dengan penjual yg bener2 jual barang nya yaaa.... Terimaksih, tp selain itu aku udah cukup puas belanja di shopee...",5,Positif
"Maaf saya ubah ulasannya, karena pihak shopee sekarang udah gak teliti terhadap seller, barang dipajang gak sesuai sama yang dikirim, sering terulang kejadian seperti ini, terutama saya selaku konsumen sering di kirimkan barang yang gak sama dan gak sesuai deskripsi toko, terus sistem pengembalian barang juga dibikin ribet, padahal sudah jelas kesalahan pihak seller nya yang salah kirim barang, alhasil mau tidak mau barang harus diterima dengan berat hati",2,Negatif
"Aplikasinya bagus, tampilan jg ok. Sayangnya skrng tdk bs memilih jasa kirim. Jasa kirim semakin amburadul, terutama spx ekspress dan spx standar. Tolong diperbaiki.",4,Positif
"Sangat membantu sekali dalam.proses belanja, sebuah keniscayaan yang tidak bisa ditolak, sistem belanja zaman ini, semua dapat dilakukan online, hemat waktu, tenaga dan santai, bahkan bisa sambil selonjoran,🤣🤣🤣....harga bahkan kadang lebih murah dari toko konvensional, namun tetap, semua punya konsekuensi, namun sejauh ini, saya puas, Mantap jaya selalu dan tetap amanah ya..🙏🙏",5,Positif
"Aplikasi nya sering ngelek atau sering macet, sering berhenti pas dibuka.. Eror , aplikasi nya bau, sering macet. pas mau pilih pilih tiba tiba berhenti ngelek macet eror. aplikasi seperti babi seperti sampah, lemot rusak. aplikasi nya ga bisa di buka, buruk. Buat kalian jangan mau belanja di sini, apk nya Eror. Memuat/Loding nya proses sering berhenti, Ngeleg. seperti apk jaman dulu.",1,Negatif
"jasa ekspedisi nya banyak di arahkan hanya ke SPX, tidak ada opsi untuk diubah ke ekspedisi lain.. Alhasil pesanan sekarang lama. Masa iya biasa 2-3 hari sampe, sekarang 7-8 hari baru sampe. Saya Usher aktif jadi saya sangat kecewa, kalau begini terus saya pindah lagi ke apk sebelah",1,Negatif
"Ekspedisi pengiriman shopee express sangat mengecewakan. Saya pesan beberapa paket, ada yang J&T dan pengirimannya selalu sampai ke saya. Sedangkan paket spx, mengecewakan, paling buruk. Paket selalu gagal dikirimkan ke saya, padahal bukan pilihan saya memilih shopee express, tapi memang dari pihak shopee yang memilihkan ekspedisi kurirnya. Ini sudah kali kedua, dengan paket yang sama, saya gagal menerima paket dari shopee express. Hapus aja ekspedisi spx nya, tidak ada gunanya juga di shopee.",1,Negatif
"Aplikasi bapuk. Dulu saya pernah bikin akun, dan sudah verifikasi muka. Tapi lupa akunnya, saya coba daftar akun terbaru dengan wajah yg sama tidak bisa. Kalo aplikasi ini untuk manusia, harus nya ada solusi terkait ini. Manusia itu pelupa, ini malah dipersulit.",1,Negatif
"Shopee tolong ga usah masukin jasa kirim anteraja di sistem lah, apa lagi ke pandeglang dan sekitarnya. Paket bisa stak smpe 4 hari lebih di serang ga jalan, cek d maps dengan nama anteraja serang disitu banyak banget komplain paket berharihari ga gerak.",4,Positif
Saya rekomen untuk apk. Nya Tapi untuk kurirnya tolong di perbaiki lagi.... Pesanan belum dikirim kog statusnya pesanan sudah tiba padahal pesanan belum ada saya nyariin dari tadi kalau memang belum dikirim jgn di POD sudah terkirim bukti foto cuma foto paket aja gk ada foto penerimanya.... Semakin lama kog semakin gk kompeten Shopee express/SPX,1,Negatif
Spaylater udh aktif dan Shopee plis jga udah aktif. Mau belanja di shoopefood gabisa pembayaran paylater!! Nanya ke cs harus aktifkan pay plus udh di aktifkan ttep gabisa... Shopee jelek makin kesini.. Banyak kasus yg belum di selesaikan kinerjanya kurang!!!,1,Negatif
"Udah nyaman belanja di shopee selama ini.barang"" lengkap.sesuai gambar dan harganya terjangkau.boucer diskon jg banyak.tapi karna kemarin pesanan ada yg g kekirim jdnya saya g bisa lagi pakai metode pembayaran cod.padahal itu dari pihak kurir.kenapa jd saya yg g bisa cod.jadi malas mau co lg karna harus isi saldo shopepay",5,Positif
"Parah aplikasi shopee sekarang ini, aku belanja total 107.000 aku cancel ingin mengganti belanjaan, eh malah di balikin 24.000 aja, dri pihak toko jiazhentoya168 dan shopee sama2 tidak ada yang mau bertanggung jawab, aplikasi ini sangat menyesatkan dan tidak recomendasi",1,Negatif
"Kecewa banget sih, 2 paketan saya gajelas semua. Sudah melewati estimasi sampe, mengajukan pengembalian dana malah gada respon, sudah 2 hari saya lapor. Namun jawaban nya nanti di bantu follow up ke tim, lah 2 hari ngapain ajah, kok hari ini pun jawaban nya sama, gada solusi.",1,Negatif
"Baru kali ini setelah penggunaan -+4tahun . Performa sope paling maksimal, pengemasan cepat , pengembalian mudah, intinya lebih mendengarkan pembeli ketimbang penjual, mantap!!",5,Positif
"sumpah shopee makin gak jelas tiba tiba saya gagal check out menggunakan spylater padahal skor kredit saya bagus (spylater di batasi) , padahal tidak ada pinjaman di flat lain . membeli sesuai kebutuhan dan yang saya beli barang real bukan barang fiktif. tolong untuk kendala saya segera di tangani",2,Negatif
"Banyak bug nya makin kesini updetanya, buka shopee video tiba2 berhenti Mulu, tolong perbaiki, sudah paling terbaru versinya, & sudah gunain data Telkomsel 50GB & sudah di coba d wifi rumah juga, internet lancar jaya smua, tapi masih nutup tiba2 klo mu posting video shopee, solusinya gmn? Parah!!!",1,Negatif
"Sopee emang ok,,pusat perbelanjaannya komplit fitur-fiturnya sangat bagus,,,berbelanja jadi enak mudah tidak ribet,,,,pelayanan sungguh ramah,,, pengiriman slalu tepat waktu..,,",5,Positif
"Bagus bangat,mudah belanja.cuma kalau kalau pesen gofood nya pasti selalu mintak bayar parkir diluar biaya pemesanan bukannya harus nya biaya parkir sudah masuk ke sistem?kenapa harus kenak biaya parkir lagi ya?mohon shopee diatur lagi biaya gofood nya,terima kasih",4,Positif
"Toko online paling parah jelek sekali dalam hal pengiriman expedisi, selalu tk tepat waktu datangnya paket, selalu terlambat sampai semingguan lebih, padahal toko online lainnya lancar2 aja expedisinya, yg bikin heran expedisi ada yg sama digunakan di shopee, tp di toko lain on time pengiriman, dishopee lemot selalu terlambat semingguan lebih datengnya. Tolong diperbaikki sistem expedisi nya, terutama spx dan jne paling kacau!! biar pelanggan ngak pada lari ke lain",1,Negatif
"Template pesan tdk ada.expedisi bawa'an alias spx selalu meleset dari perkira'an.dan kebanyakan muter2 melewati kecamatan yg dituju.ma'af spx sampah menurut saya ! .kacau shopee skrg,tdk seperti dulu",1,Negatif
Bagus untuk memudahkan belanja online tapi pihak shopee belum teliti kinerja kurang bagus. Karena masih banyak toko toko penipu tidak sesuai barang yang di jual dan aplikasi berat lemot dan sering minta di update update dan update,5,Positif
"Pernah pesan barang 5 pcs, yg datang malah cuma 1 pcs, untung kelebihan dana di kembalikan walaupun tdk 100%. Tapi stelah itu sampai sekarang aman² saja, mudah²an tidak terjadi seperti itu lagi.",5,Positif
"Sangat menjengkelkan,,,udah bertahun tahun pakai aplikasi ini untuk belanja di sini tapi mau ngajukan pinjaman gak bisa.intuk verifikasi aja pun gak lolos.",1,Negatif
"Setiap belanja online di shopee hati tenang, tidak kawatir salah barangnya, produk yang kami pesan selalu sesuai dengan pesanan, potongan harga jg sesuai. Pokoknya puas deh, g perlu repot cari barang pesanan. Rekomendasiku beli online di SHOPEE aja.",5,Positif
"Belanja lebih mudah tanpa perlu keluar rumah, apalagi sekarang ada SPayLatter jadi lebih ringan juga pembayarnnya, bisa dicicil lagi 😁 terimakasih shoope.. salam hangat dariku yang selalu setia memakai jasa mu ❤️❤️❤️❤️❤️ like like like like like like",5,Positif
"Brusan sya mengalami kesalahan yang tidak sya sengaja. Jadi saya awalnya ingin spinjam 500k dengan cicilan 3 bulan, ketika proses transaksi setelah ttd reconnecting dan tiba"" lanjut ke pasword transaksi, ya sy pikir aman ternyata yang saya pinjam full limit spinjam saya yaitu 11 jt. Sy hubungi CSnya langsung setelah beberapa menit katanya gabisa dibalikin karena duwit nya sudah masuk rekening. Ya mau ga msuk gimana proses transaksi nya langsung disetujui tanpa diberi jarak waktu untuk dibatalkan",1,Negatif
"saya kaget..dulu sering pakai shopee tanam, voucher pembelian pulsa hp kuota..cashback coin 15k kadaluarsa semingguan. Sekarang ternyata baru 3 harian sudah hangus.. KEBAYANG GA BETAPA LAMA NYA MENDAPATKANNYA dan HANGUS dalam 3 hari.. 😀 semoga kedepannya bisa diberikan waktu yang cukup dan layak..mengingat pembelian juga harus mempertimbangkan berapa biaya yg dibutuhkan untuk kuotanya.. terimakasih",2,Negatif
"Kayaknya tiap tanggal kembar gebrakan shopee kalah sama e-commerce lainnya. Voucher dan potongan harga ga sebanding sama punyak lainnya. Banyak juga yg akunnya kebobolan penjahat, berarti sistem masih ga aman. Dulu yg paling murah, sekarang ga sebagusyg dulu.",1,Negatif
"saya pikir, Shopee sudah memperbaiki sistem/cara kerjanya, ternyata belum 2022 saya belanja di shope, kapok karena pengiriman lama, sekarang saya coba lagi belanja di shopee. ternyata tidak ada perubahan, resi gak update, pengiriman lelet. PARAH lah pokoknya",1,Negatif
"Makin kesini aplikasi makin berat setiap laporan jawaban suruh hapus data hapus cache,yang internet gak stabil lah,sering error, blank page,feature not availeble. Padahal dulu2 sebelum opdat updet lancar terus,mau pake device yang ram segiga pun juga lancar.",5,Positif
Semua bagus...pengiriman juga bagus...cuma garansi tepat waktunya buat apa coba...masa bisa berubah tanggalnya....contoh besok tgl garansinya...ternyata pengirimannya telat....besoknya saya lihat tgl garansinya juga ikut berubah....jadi ngg guna kan garansinya kalau ikut berubah tanggalnya....,2,Negatif
"Dari bintang 5 turun ke bintang 2. Pedagang tipu-tipu makin banyak di oren, khususnya di elektronik seperti hp. Meskipun co via live tidak meyakinkan hasil yang datang tidak sesuai pesanan. Video unboxing belum jamin 100% bisa retur ya karna ulah tipu-tipu, ulasan banyak belum jamin produk oke ternyata ulasan bisa pakai sp4m.",2,Negatif
"Aplikasi yg bagus, pengalaman belanja yg menyenangkan, saya sering berbelanja kebutuhan part utk mobil, di shopee lebih lengkap & banyak pilihan plus harga terjangkau.",5,Positif
"Sangat, sangat, dan sangat mengecewakan jasa pengiriman SPX EXPRES. Bahkan merugikan customer. Tolong perbaiki pelayanan jasa pengiriman SPX EXPRES nya!!! Paket saya 1 bulan lebih tidak di antar oleh kurir, padahal sudah sampai di kota saya paketnya! Tetapi kurir malah mengembalikan barang ke penjual dengan alasan ""PAKET DI TOLAK PEMBELI"", PADAHAL KURIR BELUM DATANG MENGANTAR DI ALAMAT SAYA SAMA SEKALI. sungguh kacau kurir SPX, suka membatalkan pengiriman barang customer!! SUNGGUH MENGECEWAKAN!!",1,Negatif
"Pengalaman belanja di shoppe saya Buruk. Selama ini belanja di shoppe aman² aja, tapi kemarin tgl 12.12 Pesanan saya dibatalkan sendiri oleh shoppe dan diganti sama yg lain. Yg saya pesan g2g moisturizer nya 3 tapi dibatalkan oleh shoppe, terus diganti dg lip balm wardah. Itu kenapa bisa.",2,Negatif
"hp pribadi dan penggunaan hp aman. tdk klik link yg aneh2. tapi akun saya tiba2 muncul 3 pesanan cod.3 barang sama cuma beda toko. alamat dari pengiriman sama 3""nya. ini bug atau apalah,bisa jadi keamanan akun shope mudah diretah. cukup ini saya terakhir pakai shope. akun diblokir untungnya tidak ada saldo diakun shope. kalau ada saldo rugi. lenyap semua",1,Negatif
"Aplikasi belanja online yang sangat membantu,transaksi aman,semua itemnya banyak pilihan,harga bervariasi,ada harga flash sale,ada harga discount live,harbolnas dan ada subsidi ongkirnya lagi",5,Positif
"tolong di perbaiki bug yang bilang melakukan aktifitas mencurigakan jelas2 kita mau beli barang dan seler juga sudah banyak rating kok malah di bilang aktifitas mencurigakan, kita disini jadi susah beli dan menunggu pembelian, 11 Nov 2024 - bug masih ada bikin susah untuk membeli,12 Des ini emang servernya jelek atau dikit setiap diskon tggal sama mesti masalah error pembelian",1,Negatif
Paylater telah kembali hampir 2 tahun lebih. Akkan tetapi Hampir seminggu ini saya tidak bisa lagi menggunakkannya. Kalau niat memberi jangan di protek. Uang dipakai tetap di kembalikan. Aneh kasih paylater setengah hati.,5,Positif
"Aplikasinya bagus sudah memuaskan Hanya saja saya ada sedikit masukan agar developer menambahkan nomor kurir pada saat pengantaran, jadi costumer agar mudah untuk mengkontak kurir pengiriman. Karena ga ada jadi sangat sulit untuk mengkontak kurir untuk menanyakan apakah paket jadi dikirim atau tidak Itu saja terimakasih,, semoga update selanjutnya ditambahkan fitur ini",4,Positif
Sering ngelag bahkan menu nya juga tiba² ga ada aneh padahal sinyal full kuota pun msih banyak udh aku update juga aplikasinya pdhal tp msih ga ada menu nya. Trus juga masa komisi affiliate saya tiba² ga ada dan ga valid semua ga jelas bgt curang ga mau rugi mana belanjaan lumayan banyak komisi ga seberapa juga parah bgt sumpah,1,Negatif
"Toko online paling parah jelek sekali dalam hal pengiriman expedisi, selalu tk tepat waktu datangnya paket, selalu terlambat sampai semingguan lebih, padahal toko online lainnya lancar2 aja expedisinya, yg bikin heran expedisi ada yg sama digunakan di shopee, tp di toko lain on time pengiriman,dishopee lemot selalu terlambat semingguan lebih datengnya. Tolong diperbaikki sistem expedisi nya, terutama spx dan jne paling kacau!! biar pelanggan ngak pada lari ke lain",1,Negatif
"Kenapa di ulasan pemebeli gak bisa buka gambar video bisa tp gambar gak bisa padahal sinyal kenceng jd males mau blanja di shopee , mending tiktok aja noh jujur gambar ulasan keliatan semua dan juga kita udah pake shopeepay lho tp kenapa masih ada biaya penanganan , kd males kebanyakan embel2 duit nya yg laen aja gak ada lho kek gtu , lama2 males belanja di shopee",1,Negatif
"Pengiriman Jasa Kurir SPX Express dan SPX Standar sama saja lamanya dengan SPX Ekonomi,dan estimasih paket tiba di Tanggal. 11 Desember dan 12 Desember 2024,malah estimasi tanggal dirubah 13 Desember 2024,ini sangat mengecewakan,kurir lain tidak pernah berubah seperti ini.",1,Negatif
"Bodoh nya shopee masih menggunakan jasa ekspedisi SiCepat yang sedang memburuk keadaannya. Dan sekarang aplikasi sering mengalami bug, leg, stuck, etc. Bidug...",4,Positif
"suka banget sama shopee soalnya memudahkan aku berbelanja tanpa ribet, banyak pilihan dan harganya ramah di kantong, kalo pesanan gak sesuai boleh dikembalikan ini tuh yang aku suka, pokoknya belanja di shopee the best deh",5,Positif
"Aplikasi yang bagus, . Belanja dr rumah, bs cod, kereen 👍 Suka banget sama shopee...tapi tolong aktif kan spaylater dong kak 😁🙏🙏🙏 Kita update ulasan,,kenapa ya sekarang banyak penipuan di shopee, barang Kawe banyak bertaburan di market shopee,dan banyak yang sudah di rugikan...",5,Positif
